name	index	pos-perplexity	neg-perplexity	correct	pos-sentence-processed	neg-sentence-processed
simple_agrmt	0	519.11	1463.23	1	the author laughs .	the author laugh .
simple_agrmt	1	174.97	258.81	1	the author UNK-LC-s .	the author UNK-LC .
simple_agrmt	2	174.97	1678.07	1	the author UNK-LC-s .	the author smile .
simple_agrmt	3	247.92	275.56	1	the author is tall .	the author are tall .
simple_agrmt	4	129.21	143.62	1	the author is old .	the author are old .
simple_agrmt	5	159.67	177.81	1	the author is young .	the author are young .
simple_agrmt	6	144.29	160.05	1	the author is short .	the author are short .
simple_agrmt	7	469.75	1319.68	1	the pilot laughs .	the pilot laugh .
simple_agrmt	8	158.32	233.94	1	the pilot UNK-LC-s .	the pilot UNK-LC .
simple_agrmt	9	158.32	1508.44	1	the pilot UNK-LC-s .	the pilot smile .
simple_agrmt	10	228.87	254.39	1	the pilot is tall .	the pilot are tall .
simple_agrmt	11	119.28	132.58	1	the pilot is old .	the pilot are old .
simple_agrmt	12	147.4	164.15	1	the pilot is young .	the pilot are young .
simple_agrmt	13	133.2	147.75	1	the pilot is short .	the pilot are short .
simple_agrmt	14	868.8	2436.82	1	the surgeon laughs .	the surgeon laugh .
simple_agrmt	15	292.77	424.18	1	the surgeon UNK-LC-s .	the surgeon UNK-LC .
simple_agrmt	16	292.77	2822.28	1	the surgeon UNK-LC-s .	the surgeon smile .
simple_agrmt	17	374.31	416.04	1	the surgeon is tall .	the surgeon are tall .
simple_agrmt	0	195.08	216.84	1	the surgeon is old .	the surgeon are old .
simple_agrmt	1	241.07	268.46	1	the surgeon is young .	the surgeon are young .
simple_agrmt	2	217.85	241.65	1	the surgeon is short .	the surgeon are short .
simple_agrmt	3	519.11	1463.23	1	the farmer laughs .	the farmer laugh .
simple_agrmt	4	174.97	258.81	1	the farmer UNK-LC-s .	the farmer UNK-LC .
simple_agrmt	5	174.97	1678.07	1	the farmer UNK-LC-s .	the farmer smile .
simple_agrmt	6	247.92	275.56	1	the farmer is tall .	the farmer are tall .
simple_agrmt	7	129.21	143.62	1	the farmer is old .	the farmer are old .
simple_agrmt	8	159.67	177.81	1	the farmer is young .	the farmer are young .
simple_agrmt	9	144.29	160.05	1	the farmer is short .	the farmer are short .
simple_agrmt	10	330.47	931.7	1	the manager laughs .	the manager laugh .
simple_agrmt	11	111.39	164.92	1	the manager UNK-LC-s .	the manager UNK-LC .
simple_agrmt	12	111.39	1068.01	1	the manager UNK-LC-s .	the manager smile .
simple_agrmt	13	172.74	192.0	1	the manager is tall .	the manager are tall .
simple_agrmt	14	90.03	100.07	1	the manager is old .	the manager are old .
simple_agrmt	15	111.25	123.89	1	the manager is young .	the manager are young .
simple_agrmt	16	100.53	111.52	1	the manager is short .	the manager are short .
simple_agrmt	17	393.82	1110.44	1	the customer laughs .	the customer laugh .
simple_agrmt	0	132.74	196.64	1	the customer UNK-LC-s .	the customer UNK-LC .
simple_agrmt	1	132.74	1272.62	1	the customer UNK-LC-s .	the customer smile .
simple_agrmt	2	198.76	220.92	1	the customer is tall .	the customer are tall .
simple_agrmt	3	103.59	115.14	1	the customer is old .	the customer are old .
simple_agrmt	4	128.01	142.55	1	the customer is young .	the customer are young .
simple_agrmt	5	115.68	128.32	1	the customer is short .	the customer are short .
simple_agrmt	6	276.74	780.18	1	the officer laughs .	the officer laugh .
simple_agrmt	7	93.28	138.08	1	the officer UNK-LC-s .	the officer UNK-LC .
simple_agrmt	8	93.28	894.41	1	the officer UNK-LC-s .	the officer smile .
simple_agrmt	9	149.88	166.59	1	the officer is tall .	the officer are tall .
simple_agrmt	10	78.12	86.83	1	the officer is old .	the officer are old .
simple_agrmt	11	96.53	107.5	1	the officer is young .	the officer are young .
simple_agrmt	12	87.23	96.76	1	the officer is short .	the officer are short .
simple_agrmt	13	750.18	2115.26	1	the teacher laughs .	the teacher laugh .
simple_agrmt	14	252.86	374.57	1	the teacher UNK-LC-s .	the teacher UNK-LC .
simple_agrmt	15	252.86	2424.2	1	the teacher UNK-LC-s .	the teacher smile .
simple_agrmt	16	332.84	369.94	1	the teacher is tall .	the teacher are tall .
simple_agrmt	17	173.47	192.81	1	the teacher is old .	the teacher are old .
simple_agrmt	0	214.36	238.71	1	the teacher is young .	the teacher are young .
simple_agrmt	1	193.71	214.87	1	the teacher is short .	the teacher are short .
simple_agrmt	2	614.18	1709.42	1	the senator laughs .	the senator laugh .
simple_agrmt	3	206.89	290.93	1	the senator UNK-LC-s .	the senator UNK-LC .
simple_agrmt	4	206.89	2011.29	1	the senator UNK-LC-s .	the senator smile .
simple_agrmt	5	283.61	315.23	1	the senator is tall .	the senator are tall .
simple_agrmt	6	147.81	164.3	1	the senator is old .	the senator are old .
simple_agrmt	7	182.66	203.41	1	the senator is young .	the senator are young .
simple_agrmt	8	165.06	183.1	1	the senator is short .	the senator are short .
simple_agrmt	9	401.44	1131.8	1	the consultant laughs .	the consultant laugh .
simple_agrmt	10	135.31	200.34	1	the consultant UNK-LC-s .	the consultant UNK-LC .
simple_agrmt	11	135.31	1297.41	1	the consultant UNK-LC-s .	the consultant smile .
simple_agrmt	12	201.84	224.34	1	the consultant is tall .	the consultant are tall .
simple_agrmt	13	105.19	116.92	1	the consultant is old .	the consultant are old .
simple_agrmt	14	129.99	144.76	1	the consultant is young .	the consultant are young .
simple_agrmt	15	117.47	130.3	1	the consultant is short .	the consultant are short .
simple_agrmt	16	2124.05	716.38	0	the authors laugh .	the authors laughs .
simple_agrmt	17	377.75	242.13	0	the authors UNK-LC .	the authors UNK-LC-s .
simple_agrmt	0	2513.36	242.13	0	the authors smile .	the authors UNK-LC-s .
simple_agrmt	1	356.53	320.77	0	the authors are tall .	the authors is tall .
simple_agrmt	2	185.82	167.18	0	the authors are old .	the authors is old .
simple_agrmt	3	230.06	206.59	0	the authors are young .	the authors is young .
simple_agrmt	4	207.08	186.69	0	the authors are short .	the authors is short .
simple_agrmt	5	1183.28	399.2	0	the pilots laugh .	the pilots laughs .
simple_agrmt	6	210.32	134.94	0	the pilots UNK-LC .	the pilots UNK-LC-s .
simple_agrmt	7	1400.37	134.94	0	the pilots smile .	the pilots UNK-LC-s .
simple_agrmt	8	223.33	200.93	0	the pilots are tall .	the pilots is tall .
simple_agrmt	9	116.4	104.72	0	the pilots are old .	the pilots is old .
simple_agrmt	10	144.11	129.4	0	the pilots are young .	the pilots is young .
simple_agrmt	11	129.72	116.94	0	the pilots are short .	the pilots is short .
simple_agrmt	12	514.87	203.17	0	the UNK-LC-s laugh .	the UNK-LC-s laughs .
simple_agrmt	13	91.92	67.68	0	the UNK-LC-s UNK-LC .	the UNK-LC-s UNK-LC-s .
simple_agrmt	14	590.01	67.68	0	the UNK-LC-s smile .	the UNK-LC-s UNK-LC-s .
simple_agrmt	15	130.05	117.02	0	the UNK-LC-s are tall .	the UNK-LC-s is tall .
simple_agrmt	16	67.78	60.99	0	the UNK-LC-s are old .	the UNK-LC-s is old .
simple_agrmt	17	83.92	75.37	0	the UNK-LC-s are young .	the UNK-LC-s is young .
simple_agrmt	0	75.54	68.11	0	the UNK-LC-s are short .	the UNK-LC-s is short .
simple_agrmt	1	1411.97	482.13	0	the farmers laugh .	the farmers laughs .
simple_agrmt	2	245.64	162.87	0	the farmers UNK-LC .	the farmers UNK-LC-s .
simple_agrmt	3	1686.98	162.87	0	the farmers smile .	the farmers UNK-LC-s .
simple_agrmt	4	259.73	233.68	0	the farmers are tall .	the farmers is tall .
simple_agrmt	5	135.37	121.79	0	the farmers are old .	the farmers is old .
simple_agrmt	6	167.59	150.49	0	the farmers are young .	the farmers is young .
simple_agrmt	7	150.85	136.0	0	the farmers are short .	the farmers is short .
simple_agrmt	8	1089.63	367.51	0	the managers laugh .	the managers laughs .
simple_agrmt	9	193.78	124.22	0	the managers UNK-LC .	the managers UNK-LC-s .
simple_agrmt	10	1289.29	124.22	0	the managers smile .	the managers UNK-LC-s .
simple_agrmt	11	209.03	188.06	0	the managers are tall .	the managers is tall .
simple_agrmt	12	108.94	98.01	0	the managers are old .	the managers is old .
simple_agrmt	13	134.88	121.12	0	the managers are young .	the managers is young .
simple_agrmt	14	121.41	109.45	0	the managers are short .	the managers is short .
simple_agrmt	15	1035.15	349.12	0	the customers laugh .	the customers laughs .
simple_agrmt	16	184.1	118.0	0	the customers UNK-LC .	the customers UNK-LC-s .
simple_agrmt	17	1224.88	118.0	0	the customers smile .	the customers UNK-LC-s .
simple_agrmt	0	200.62	180.5	0	the customers are tall .	the customers is tall .
simple_agrmt	1	104.56	94.07	0	the customers are old .	the customers is old .
simple_agrmt	2	129.45	116.24	0	the customers are young .	the customers is young .
simple_agrmt	3	116.52	105.05	0	the customers are short .	the customers is short .
simple_agrmt	4	1601.93	540.28	0	the officers laugh .	the officers laughs .
simple_agrmt	5	284.9	182.61	0	the officers UNK-LC .	the officers UNK-LC-s .
simple_agrmt	6	1895.54	182.61	0	the officers smile .	the officers UNK-LC-s .
simple_agrmt	7	284.5	255.97	0	the officers are tall .	the officers is tall .
simple_agrmt	8	148.28	133.4	0	the officers are old .	the officers is old .
simple_agrmt	9	183.58	164.85	0	the officers are young .	the officers is young .
simple_agrmt	10	165.24	148.97	0	the officers are short .	the officers is short .
simple_agrmt	11	1819.79	613.81	0	the teachers laugh .	the teachers laughs .
simple_agrmt	12	323.6	207.5	0	the teachers UNK-LC .	the teachers UNK-LC-s .
simple_agrmt	13	2152.97	207.5	0	the teachers smile .	the teachers UNK-LC-s .
simple_agrmt	14	315.08	283.48	0	the teachers are tall .	the teachers is tall .
simple_agrmt	15	164.22	147.75	0	the teachers are old .	the teachers is old .
simple_agrmt	16	203.31	182.57	0	the teachers are young .	the teachers is young .
simple_agrmt	17	183.01	164.98	0	the teachers are short .	the teachers is short .
simple_agrmt	0	1465.42	495.2	0	the senators laugh .	the senators laughs .
simple_agrmt	1	259.66	167.37	0	the senators UNK-LC .	the senators UNK-LC-s .
simple_agrmt	2	1736.5	167.37	0	the senators smile .	the senators UNK-LC-s .
simple_agrmt	3	265.35	238.74	0	the senators are tall .	the senators is tall .
simple_agrmt	4	138.3	124.42	0	the senators are old .	the senators is old .
simple_agrmt	5	171.22	153.75	0	the senators are young .	the senators is young .
simple_agrmt	6	154.12	138.94	0	the senators are short .	the senators is short .
simple_agrmt	7	1478.2	500.2	0	the consultants laugh .	the consultants laughs .
simple_agrmt	8	261.26	169.05	0	the consultants UNK-LC .	the consultants UNK-LC-s .
simple_agrmt	9	1753.7	169.05	0	the consultants smile .	the consultants UNK-LC-s .
simple_agrmt	10	267.49	240.66	0	the consultants are tall .	the consultants is tall .
simple_agrmt	11	139.41	125.43	0	the consultants are old .	the consultants is old .
simple_agrmt	12	172.6	154.99	0	the consultants are young .	the consultants is young .
simple_agrmt	13	155.36	140.06	0	the consultants are short .	the consultants is short .
simple_npi_anim	0	619.19	596.18	0	no authors have ever been popular .	most authors have ever been popular .
simple_npi_anim	1	701.49	675.42	0	no authors have ever been famous .	most authors have ever been famous .
simple_npi_anim	2	719.73	692.99	0	no authors have ever had children .	most authors have ever had children .
simple_npi_anim	3	443.33	429.62	0	no pilots have ever been popular .	most pilots have ever been popular .
simple_npi_anim	4	502.25	486.72	0	no pilots have ever been famous .	most pilots have ever been famous .
simple_npi_anim	5	515.31	499.38	0	no pilots have ever had children .	most pilots have ever had children .
simple_npi_anim	6	301.34	297.16	0	no UNK-LC-s have ever been popular .	most UNK-LC-s have ever been popular .
simple_npi_anim	7	341.39	336.66	0	no UNK-LC-s have ever been famous .	most UNK-LC-s have ever been famous .
simple_npi_anim	8	350.16	345.35	0	no UNK-LC-s have ever had children .	most UNK-LC-s have ever had children .
simple_npi_anim	9	493.87	482.95	0	no farmers have ever been popular .	most farmers have ever been popular .
simple_npi_anim	10	559.51	547.14	0	no farmers have ever been famous .	most farmers have ever been famous .
simple_npi_anim	11	573.99	561.36	0	no farmers have ever had children .	most farmers have ever had children .
simple_npi_anim	12	422.85	408.92	0	no managers have ever been popular .	most managers have ever been popular .
simple_npi_anim	13	479.06	463.28	0	no managers have ever been famous .	most managers have ever been famous .
simple_npi_anim	14	491.51	475.32	0	no managers have ever had children .	most managers have ever had children .
simple_npi_anim	0	410.63	395.37	0	no customers have ever been popular .	most customers have ever been popular .
simple_npi_anim	1	465.2	447.92	0	no customers have ever been famous .	most customers have ever been famous .
simple_npi_anim	2	477.3	459.57	0	no customers have ever had children .	most customers have ever had children .
simple_npi_anim	3	527.0	507.42	0	no officers have ever been popular .	most officers have ever been popular .
simple_npi_anim	4	597.05	574.86	0	no officers have ever been famous .	most officers have ever been famous .
simple_npi_anim	5	612.57	589.81	0	no officers have ever had children .	most officers have ever had children .
simple_npi_anim	6	566.91	555.67	0	no teachers have ever been popular .	most teachers have ever been popular .
simple_npi_anim	7	642.26	629.52	0	no teachers have ever been famous .	most teachers have ever been famous .
simple_npi_anim	8	658.95	645.89	0	no teachers have ever had children .	most teachers have ever had children .
simple_npi_anim	9	501.44	487.49	0	no senators have ever been popular .	most senators have ever been popular .
simple_npi_anim	10	568.08	552.28	0	no senators have ever been famous .	most senators have ever been famous .
simple_npi_anim	11	582.84	566.64	0	no senators have ever had children .	most senators have ever had children .
simple_npi_anim	12	504.31	487.48	0	no consultants have ever been popular .	most consultants have ever been popular .
simple_npi_anim	13	571.34	552.27	0	no consultants have ever been famous .	most consultants have ever been famous .
simple_npi_anim	14	586.18	566.64	0	no consultants have ever had children .	most consultants have ever had children .
simple_npi_anim	0	694.71	611.35	0	few authors have ever been popular .	many authors have ever been popular .
simple_npi_anim	1	787.04	692.61	0	few authors have ever been famous .	many authors have ever been famous .
simple_npi_anim	2	807.5	710.62	0	few authors have ever had children .	many authors have ever had children .
simple_npi_anim	3	500.01	439.99	0	few pilots have ever been popular .	many pilots have ever been popular .
simple_npi_anim	4	566.46	498.47	0	few pilots have ever been famous .	many pilots have ever been famous .
simple_npi_anim	5	581.19	511.43	0	few pilots have ever had children .	many pilots have ever had children .
simple_npi_anim	6	344.85	303.42	0	few UNK-LC-s have ever been popular .	many UNK-LC-s have ever been popular .
simple_npi_anim	7	390.69	343.75	0	few UNK-LC-s have ever been famous .	many UNK-LC-s have ever been famous .
simple_npi_anim	8	400.83	352.68	0	few UNK-LC-s have ever had children .	many UNK-LC-s have ever had children .
simple_npi_anim	9	561.77	494.3	0	few farmers have ever been popular .	many farmers have ever been popular .
simple_npi_anim	10	636.43	560.0	0	few farmers have ever been famous .	many farmers have ever been famous .
simple_npi_anim	11	652.98	574.56	0	few farmers have ever had children .	many farmers have ever had children .
simple_npi_anim	12	476.1	418.97	0	few managers have ever been popular .	many managers have ever been popular .
simple_npi_anim	13	539.38	474.65	0	few managers have ever been famous .	many managers have ever been famous .
simple_npi_anim	14	553.41	486.99	0	few managers have ever had children .	many managers have ever had children .
simple_npi_anim	0	460.71	405.43	0	few customers have ever been popular .	many customers have ever been popular .
simple_npi_anim	1	521.94	459.32	0	few customers have ever been famous .	many customers have ever been famous .
simple_npi_anim	2	535.51	471.26	0	few customers have ever had children .	many customers have ever had children .
simple_npi_anim	3	591.27	520.33	0	few officers have ever been popular .	many officers have ever been popular .
simple_npi_anim	4	669.86	589.49	0	few officers have ever been famous .	many officers have ever been famous .
simple_npi_anim	5	687.28	604.82	0	few officers have ever had children .	many officers have ever had children .
simple_npi_anim	6	645.2	567.71	0	few teachers have ever been popular .	many teachers have ever been popular .
simple_npi_anim	7	730.95	643.16	0	few teachers have ever been famous .	many teachers have ever been famous .
simple_npi_anim	8	749.95	659.88	0	few teachers have ever had children .	many teachers have ever had children .
simple_npi_anim	9	567.09	499.01	0	few senators have ever been popular .	many senators have ever been popular .
simple_npi_anim	10	642.46	565.34	0	few senators have ever been famous .	many senators have ever been famous .
simple_npi_anim	11	659.16	580.03	0	few senators have ever had children .	many senators have ever had children .
simple_npi_anim	12	567.8	499.66	0	few consultants have ever been popular .	many consultants have ever been popular .
simple_npi_anim	13	643.27	566.07	0	few consultants have ever been famous .	many consultants have ever been famous .
simple_npi_anim	14	659.99	580.78	0	few consultants have ever had children .	many consultants have ever had children .
simple_npi_anim	0	470.33	452.85	0	no authors will ever be popular .	most authors will ever be popular .
simple_npi_anim	1	532.64	512.84	0	no authors will ever be famous .	most authors will ever be famous .
simple_npi_anim	2	535.93	516.02	0	no authors will ever have children .	most authors will ever have children .
simple_npi_anim	3	336.75	326.33	0	no pilots will ever be popular .	most pilots will ever be popular .
simple_npi_anim	4	381.36	369.56	0	no pilots will ever be famous .	most pilots will ever be famous .
simple_npi_anim	5	383.72	371.85	0	no pilots will ever have children .	most pilots will ever have children .
simple_npi_anim	6	228.88	225.71	0	no UNK-LC-s will ever be popular .	most UNK-LC-s will ever be popular .
simple_npi_anim	7	259.2	255.61	0	no UNK-LC-s will ever be famous .	most UNK-LC-s will ever be famous .
simple_npi_anim	8	260.8	257.2	0	no UNK-LC-s will ever have children .	most UNK-LC-s will ever have children .
simple_npi_anim	9	375.13	366.84	0	no farmers will ever be popular .	most farmers will ever be popular .
simple_npi_anim	10	424.83	415.44	0	no farmers will ever be famous .	most farmers will ever be famous .
simple_npi_anim	11	427.45	418.01	0	no farmers will ever have children .	most farmers will ever have children .
simple_npi_anim	12	321.19	310.61	0	no managers will ever be popular .	most managers will ever be popular .
simple_npi_anim	13	363.75	351.76	0	no managers will ever be famous .	most managers will ever be famous .
simple_npi_anim	14	365.99	353.94	0	no managers will ever have children .	most managers will ever have children .
simple_npi_anim	0	311.91	300.32	0	no customers will ever be popular .	most customers will ever be popular .
simple_npi_anim	1	353.23	340.1	0	no customers will ever be famous .	most customers will ever be famous .
simple_npi_anim	2	355.41	342.21	0	no customers will ever have children .	most customers will ever have children .
simple_npi_anim	3	400.3	385.43	0	no officers will ever be popular .	most officers will ever be popular .
simple_npi_anim	4	453.34	436.49	0	no officers will ever be famous .	most officers will ever be famous .
simple_npi_anim	5	456.14	439.19	0	no officers will ever have children .	most officers will ever have children .
simple_npi_anim	6	430.62	422.08	0	no teachers will ever be popular .	most teachers will ever be popular .
simple_npi_anim	7	487.66	477.99	0	no teachers will ever be famous .	most teachers will ever be famous .
simple_npi_anim	8	490.68	480.95	0	no teachers will ever have children .	most teachers will ever have children .
simple_npi_anim	9	380.88	370.29	0	no senators will ever be popular .	most senators will ever be popular .
simple_npi_anim	10	431.34	419.34	0	no senators will ever be famous .	most senators will ever be famous .
simple_npi_anim	11	434.01	421.94	0	no senators will ever have children .	most senators will ever have children .
simple_npi_anim	12	383.07	370.29	0	no consultants will ever be popular .	most consultants will ever be popular .
simple_npi_anim	13	433.82	419.34	0	no consultants will ever be famous .	most consultants will ever be famous .
simple_npi_anim	14	436.5	421.94	0	no consultants will ever have children .	most consultants will ever have children .
simple_npi_anim	0	527.69	464.38	0	few authors will ever be popular .	many authors will ever be popular .
simple_npi_anim	1	597.6	525.9	0	few authors will ever be famous .	many authors will ever be famous .
simple_npi_anim	2	601.3	529.15	0	few authors will ever have children .	many authors will ever have children .
simple_npi_anim	3	379.8	334.21	0	few pilots will ever be popular .	many pilots will ever be popular .
simple_npi_anim	4	430.11	378.49	0	few pilots will ever be famous .	many pilots will ever be famous .
simple_npi_anim	5	432.78	380.83	0	few pilots will ever have children .	many pilots will ever have children .
simple_npi_anim	6	261.95	230.47	0	few UNK-LC-s will ever be popular .	many UNK-LC-s will ever be popular .
simple_npi_anim	7	296.65	261.01	0	few UNK-LC-s will ever be famous .	many UNK-LC-s will ever be famous .
